peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
85.84,1.77,V,24,0,2,0,17,13,5,N,1,2,2
91.2,1.67,M,23,0,0,0,16,4,0,N,0,1,0
55.12,1.75,V,71,60,0,0,0,0,0,N,0,2,1
40.5,1.5,M,33,100,0,4,5,3,0,N,2,3,4
49,1.65,V,37,0,3,0,2,10,0,N,3,4,4
65.63,1.64,M,65,40,9,5,10,0,0,N,1,1,2
85.55,1.79,V,18,0,0,0,18,8,0,N,3,4,4
47.82,1.63,M,49,110,0,9,0,0,0,N,1,3,2
53.5,1.6,M,37,20,12,0,0,1,0,N,1,2,3
50.2,1.67,M,29,20,0,0,0,1,0,N,2,3,4
113,1.7,V,54,0,16,2,6,5,0,N,0,1,0
78.91,1.63,M,27,0,0,0,19,11,0,N,1,1,1
52.63,1.71,V,44,150,27,0,16,11,0,N,1,3,1
54.5,1.74,V,69,130,9,0,4,0,0,N,3,4,1
55.76,1.76,V,35,150,7,2,1,4,0,N,1,3,4
64.98,1.67,M,30,0,0,0,13,12,0,N,0,1,1
45.51,1.59,M,31,90,3,1,0,0,0,N,1,2,3
84.4,1.73,V,32,0,0,3,0,0,0,S,0,1,0
101.71,1.78,V,67,0,0,7,1,0,0,N,2,3,3
46.08,1.6,M,56,50,0,0,30,16,0,N,1,2,3
82.98,1.68,V,69,0,0,1,6,0,5,N,2,3,3
49.3,1.59,M,37,0,6,2,0,11,0,N,3,3,3
57.03,1.78,M,61,50,2,2,0,0,0,N,0,2,1
107.58,1.64,M,20,0,14,0,18,6,0,N,0,1,1
76.54,1.69,M,37,0,1,0,0,0,0,S,0,2,0
53.87,1.73,V,25,70,0,0,0,0,0,N,1,4,4
74.42,1.75,V,21,0,0,3,11,14,0,N,1,2,3
85.4,1.69,V,45,0,14,2,0,0,0,N,4,4,4
83.64,1.76,V,39,0,0,6,0,0,0,N,3,4,4
102.4,1.6,M,31,0,0,6,25,10,0,N,3,4,3
86.54,1.69,V,44,0,6,1,0,1,0,N,1,0,0
97.11,1.69,M,19,0,0,1,14,0,0,N,1,1,1
74.85,1.7,V,72,0,10,0,0,3,0,N,1,3,4
76.36,1.78,V,32,0,7,0,0,0,0,N,1,2,4
56.39,1.77,V,43,90,8,8,0,0,0,N,1,3,3
100.1,1.6,M,79,0,0,0,18,0,0,N,1,1,0
78.74,1.68,M,36,0,8,0,12,11,0,N,3,3,3
99.8,1.78,V,41,0,3,0,11,6,0,N,1,3,1
73.07,1.67,M,43,0,0,4,0,1,0,N,2,4,4
73.91,1.67,M,29,0,12,0,0,0,0,N,3,3,3
63.58,1.74,V,38,0,0,2,0,11,0,N,0,0,0
48.81,1.62,M,33,0,0,0,4,9,0,N,0,3,2
46.66,1.61,M,23,150,0,2,0,0,0,N,1,1,2
96.02,1.64,M,23,0,0,7,0,0,4,N,1,1,1
97.39,1.7,V,93,0,14,3,0,0,0,N,2,4,4
56.39,1.77,V,45,80,0,0,0,4,0,N,1,3,3
48.41,1.64,M,39,50,12,2,3,13,0,N,0,1,1
75.27,1.76,V,40,0,4,0,0,0,0,N,2,3,3
86.61,1.63,M,25,0,11,5,4,4,1,N,1,3,4
103.19,1.67,M,18,0,8,6,0,0,0,N,2,3,2
69.52,1.75,V,23,0,0,0,0,0,0,N,2,3,2
76.99,1.61,M,53,0,0,2,0,0,0,N,2,2,0
74.85,1.72,V,52,0,0,3,9,11,0,N,0,2,2
47.82,1.63,V,32,80,13,2,15,12,0,N,1,4,3
67.49,1.67,M,66,30,9,4,7,0,0,N,1,2,3
52.02,1.7,M,55,100,0,1,14,11,0,N,1,3,4
89.75,1.68,M,41,0,7,2,0,0,2,N,1,1,1
79.58,1.61,M,49,0,0,0,12,6,2,N,1,1,0
119.42,1.73,V,53,0,12,1,14,3,0,N,0,1,1
124,1.79,V,49,0,20,0,15,10,10,N,3,4,3
96.74,1.72,V,56,0,4,4,0,0,0,N,0,2,1
88.59,1.76,V,46,0,0,3,9,3,1,N,3,4,4
64.04,1.71,M,18,0,0,1,2,8,0,N,0,0,1
56.93,1.7,V,29,10,0,0,0,0,0,N,2,2,1
55.12,1.75,V,32,60,0,1,10,3,0,N,0,0,0
83.64,1.76,V,37,0,0,1,0,0,6,N,0,1,2
52.63,1.71,V,27,70,0,0,0,10,0,N,1,4,4
90.76,1.82,V,63,0,4,6,0,6,0,N,3,4,4
73.74,1.56,M,60,0,13,1,4,6,0,N,1,2,2
46.66,1.61,M,63,120,0,4,0,0,4,N,2,1,2
78.99,1.62,M,44,0,7,2,1,1,0,N,2,3,3
102.06,1.72,V,39,0,2,5,0,0,0,S,1,2,0
102.4,1.6,M,23,0,20,4,17,0,0,N,2,2,1
82.69,1.6,M,21,0,0,6,0,4,0,N,1,1,0
98.17,1.73,V,18,0,0,6,0,0,4,N,0,1,1
81.41,1.73,V,68,0,0,2,0,0,NA,N,1,3,3
51.81,1.63,M,79,0,0,3,0,7,0,N,2,3,4
100.68,1.67,M,38,0,13,4,0,0,0,N,2,3,3
71.36,1.75,V,59,0,10,0,0,5,0,N,1,4,4
108.1,1.68,M,67,0,0,6,9,4,0,N,0,0,0
95.11,1.68,M,33,0,5,4,3,0,0,N,1,2,2
77.25,1.67,M,44,0,0,1,14,9,0,N,1,3,2
73.12,1.69,V,72,0,0,5,0,9,0,N,1,2,0
106.28,1.63,M,43,0,27,0,4,0,0,N,2,3,2
119.72,1.73,M,38,0,10,3,23,2,0,N,1,1,0
49.6,1.66,V,37,60,0,1,0,5,0,N,1,4,4
85.8,1.68,M,18,0,1,1,8,0,0,N,1,2,2
107.58,1.64,M,64,0,8,6,9,0,0,N,1,3,3
52.02,1.7,M,47,0,1,0,0,7,0,N,2,4,4
49,1.65,V,29,90,0,0,9,3,0,N,2,3,4
88.51,1.75,V,42,0,0,0,16,7,0,N,2,2,2
57.03,1.78,V,41,130,0,3,0,2,0,N,3,4,4
98.71,1.64,M,40,0,0,0,22,8,0,N,1,0,0
87.04,1.76,V,47,0,0,3,0,0,0,N,1,2,1
101.12,1.59,M,50,0,27,2,16,0,0,N,2,4,4
59.62,1.82,V,36,70,0,2,0,1,0,N,2,2,0
65.02,1.7,V,48,0,0,0,0,0,0,N,3,4,4
93.24,1.76,V,60,0,0,2,8,0,0,N,2,4,3
51.41,1.69,M,38,90,2,0,0,0,0,N,1,2,2
116.3,1.81,V,39,0,0,4,17,4,1,N,1,4,4
71.83,1.73,V,46,0,0,0,8,9,0,N,1,1,0
88.97,1.62,M,30,0,0,1,10,0,0,N,1,1,0
106.28,1.63,M,42,0,0,5,30,11,0,N,0,1,2
70.86,1.62,M,37,0,7,3,11,15,0,N,2,3,4
77.61,1.59,M,50,0,10,0,9,4,6,N,3,4,3
61.06,1.73,V,36,10,0,3,0,2,0,N,2,3,3
99.79,1.8,V,18,0,0,0,13,5,0,N,2,2,1
53.25,1.72,V,27,40,0,2,5,7,0,N,0,0,1
69.39,1.78,V,66,0,0,0,2,0,3,N,0,3,4
82.03,1.64,M,33,0,0,1,12,6,NA,N,1,1,1
88.35,1.77,V,40,0,0,1,0,1,0,N,0,1,0
74.98,1.79,V,18,0,1,0,24,22,0,N,2,3,3
102.4,1.6,M,50,0,12,8,19,19,0,N,0,0,1
110.28,1.77,V,18,0,0,3,15,3,0,N,2,4,1
82.09,1.76,V,37,0,10,5,0,11,0,N,0,2,3
46.66,1.61,M,47,120,0,9,4,0,0,N,3,2,1
52.17,1.58,M,72,0,0,0,0,0,0,N,2,2,3
50.2,1.67,V,32,40,0,0,14,0,0,N,0,1,1
106.47,1.81,V,55,0,3,4,0,0,1,N,2,2,2
104.53,1.69,V,32,0,9,0,28,15,0,S,1,2,3
103.28,1.64,M,18,0,5,0,24,7,0,N,1,2,2
85.29,1.62,M,65,0,0,0,15,4,0,N,0,1,2
123.51,1.81,V,20,0,20,0,10,2,0,N,2,4,4
96.72,1.66,M,42,0,3,8,0,0,0,N,3,4,3
102.78,1.66,M,49,0,19,0,0,0,0,N,0,0,0
47.24,1.62,M,38,0,0,0,0,13,0,N,0,2,2
64.47,1.59,M,37,0,0,3,5,5,0,N,3,3,2
46.66,1.61,M,52,70,8,4,7,8,0,N,2,0,0
63.96,1.83,V,72,0,0,0,5,11,6,N,2,3,2
47.24,1.62,M,35,80,0,2,0,15,3,N,4,4,4
63.3,1.52,M,43,0,0,4,0,0,0,N,2,4,4
125.25,1.83,V,28,0,7,0,19,6,0,N,0,1,2
67.12,1.69,M,51,0,0,1,8,7,5,N,2,3,3
85.97,1.66,M,34,0,19,0,2,7,0,N,2,1,1
74.87,1.65,M,30,0,10,0,0,0,0,N,3,4,4
52.02,1.7,V,46,60,0,0,7,3,0,N,2,2,2
53.87,1.73,M,24,30,12,0,0,6,0,N,1,3,3
57.03,1.78,M,24,40,13,3,0,4,0,N,2,3,4
82.94,1.66,M,43,0,1,5,0,0,0,N,1,4,4
82.96,1.74,V,39,0,5,5,0,7,0,N,1,3,4
42.69,1.54,M,53,50,0,4,0,0,0,N,1,4,4
77.05,1.65,M,38,0,0,0,17,13,0,N,0,0,0
75.95,1.61,M,36,0,0,4,0,0,0,N,0,1,1
69.39,1.76,V,18,0,0,1,0,0,0,N,1,2,3
80.36,1.61,M,44,0,16,0,0,8,0,N,1,0,0
55.76,1.76,V,31,110,2,3,1,8,0,N,1,2,0
62.4,1.64,M,55,0,0,4,2,5,0,N,1,3,4
45.51,1.59,M,20,40,0,6,6,5,0,N,0,1,1
94.54,1.67,M,41,0,3,2,10,5,0,S,1,2,0
72.06,1.74,V,62,10,4,1,4,3,0,N,1,2,2
67.34,1.73,M,45,0,0,0,1,0,3,N,1,3,3
69.89,1.6,M,43,0,0,1,0,0,0,N,0,1,0
64.21,1.66,M,44,0,0,3,3,10,1,N,2,3,2
78.54,1.69,V,41,10,8,3,7,9,0,N,1,1,2
112.05,1.68,V,35,0,16,6,0,0,0,N,2,4,4
103.55,1.64,M,31,0,4,6,8,2,0,N,1,2,1
86.98,1.72,M,39,0,0,4,0,0,0,N,0,1,1
105.95,1.8,V,41,0,0,1,17,10,0,N,0,0,0
115.6,1.7,M,49,0,17,2,8,0,2,N,2,2,2
74.5,1.64,M,21,0,0,2,3,2,0,N,1,0,1
50.2,1.67,V,42,90,0,0,0,2,0,N,2,3,4
55.12,1.75,V,67,40,0,0,0,0,2,N,2,3,3
87.68,1.63,M,46,0,8,3,18,12,0,N,2,4,4
55.12,1.75,V,46,80,11,4,3,6,0,N,2,3,3
65.09,1.74,M,50,0,0,1,0,0,0,N,1,2,3
73.55,1.8,V,27,0,0,3,0,3,0,N,1,1,3
61.7,1.71,M,18,0,0,0,0,0,0,N,0,1,3
74.04,1.81,V,40,0,3,0,0,2,0,N,2,2,2
55.12,1.75,V,45,30,0,4,4,0,0,N,0,1,2
49.6,1.66,M,18,20,0,0,12,7,0,N,2,2,2
49.6,1.66,M,33,80,4,0,0,6,0,N,2,2,1
52.63,1.71,V,45,30,0,3,0,0,0,N,0,0,0
52.63,1.71,V,48,170,0,0,6,4,0,N,1,3,4
50.8,1.68,M,41,190,0,0,2,0,1,N,1,2,1
79.11,1.69,M,41,0,0,2,11,8,0,N,1,3,3
62.38,1.68,V,44,0,0,0,5,5,0,N,0,1,2
114.07,1.79,V,31,0,0,2,12,1,0,N,0,0,0
61.69,1.61,M,28,0,0,2,0,3,0,N,0,1,2
100.93,1.79,V,46,0,7,0,21,16,0,N,1,1,1
96.32,1.78,V,24,0,0,3,3,0,2,N,1,2,1
56.39,1.77,V,39,90,8,0,0,0,6,S,1,2,4
81.44,1.67,M,47,0,12,0,17,15,0,N,2,4,4
70.01,1.76,V,39,0,0,0,0,1,0,N,2,3,3
119.05,1.77,V,47,0,0,0,24,3,0,N,0,2,3
69.99,1.61,M,39,0,2,0,4,0,0,N,0,2,2
83.38,1.64,V,19,0,2,2,0,0,0,N,0,0,0
55.12,1.75,V,18,80,7,9,0,11,0,N,2,4,4
106.5,1.72,M,39,0,3,4,10,4,0,S,2,2,2
75.95,1.61,M,30,0,0,4,0,0,0,N,0,2,2
47.82,1.63,M,49,100,0,2,12,1,0,N,3,4,4
116.96,1.71,M,21,0,11,1,22,0,0,N,0,1,2
84.27,1.79,V,40,0,0,4,0,0,0,N,3,4,4
77.52,1.73,V,38,0,0,1,0,0,0,N,0,0,1
87.68,1.64,M,58,0,0,1,10,0,3,N,2,4,2
77.59,1.65,M,48,0,8,1,2,4,0,N,3,3,3
58.97,1.81,V,18,20,0,2,0,0,0,N,1,1,1
98,1.75,V,46,0,1,2,10,5,0,N,0,1,1
56.39,1.77,V,53,50,0,2,0,9,0,N,1,1,1
88.66,1.77,V,71,0,0,5,6,6,0,N,1,3,4
49,1.65,M,20,70,0,0,19,6,0,N,1,2,3
117.4,1.76,V,57,0,6,3,5,0,0,N,0,0,0
51.41,1.69,M,43,30,4,0,0,0,0,N,1,2,1
74.88,1.77,V,23,0,7,0,0,0,0,N,1,4,4
107.22,1.7,M,31,0,13,4,6,0,2,N,1,3,4
55.12,1.75,V,61,100,0,1,4,0,0,N,2,2,3
63.25,1.62,M,28,0,0,0,0,0,1,N,0,0,1
58.32,1.8,V,44,120,0,0,0,1,0,N,2,3,2
77.79,1.75,V,21,0,10,0,0,0,4,N,2,4,4
78.95,1.77,V,29,0,0,1,12,7,0,N,3,4,4
88.72,1.7,M,62,0,3,3,0,0,0,N,2,3,2
110.22,1.66,M,32,0,22,2,14,3,0,S,2,4,2
95.23,1.6,M,19,0,0,0,27,11,0,N,1,2,1
47.82,1.63,M,53,190,0,2,29,17,0,N,0,0,0
104.15,1.73,M,30,0,13,0,4,0,0,N,0,1,0
89.59,1.7,V,53,0,3,4,0,6,0,N,1,0,0
50.2,1.67,M,28,120,0,0,5,0,0,N,0,0,1
56.39,1.77,V,38,100,2,6,17,5,0,N,0,1,1
86.78,1.6,M,42,0,6,6,0,0,0,N,3,3,3
74.65,1.76,V,42,0,0,0,3,1,0,N,0,1,1
43.25,1.55,M,26,10,0,0,0,4,0,N,1,3,2
80.38,1.6,M,24,0,0,6,2,0,0,N,1,4,4
100.59,1.72,V,25,0,9,7,1,3,0,N,2,3,4
83.96,1.63,M,43,0,0,2,17,9,0,N,1,2,3
83.02,1.77,V,47,0,6,2,4,7,0,N,1,1,2
69.39,1.64,M,35,0,10,0,5,6,0,N,1,4,4
82.36,1.7,M,61,0,0,5,0,0,1,N,3,4,4
67.53,1.76,V,62,10,0,1,2,2,2,N,0,1,1
60.36,1.62,M,35,0,0,0,10,12,0,N,2,3,2
105.85,1.71,V,40,0,20,0,0,0,0,N,2,2,1
88.4,1.78,V,54,0,0,3,0,0,0,N,1,3,3
47.82,1.63,M,18,70,6,4,0,1,0,N,0,2,4
70.71,1.72,V,19,0,0,0,8,10,0,N,0,0,0
79.74,1.85,V,34,0,7,1,2,9,0,N,1,3,2
47.24,1.62,M,56,10,0,1,0,2,0,N,1,3,4
63.62,1.88,V,52,40,0,2,20,12,0,N,1,1,1
82.36,1.63,M,18,0,11,3,0,4,0,N,2,2,2
56.93,1.7,M,43,0,0,0,1,4,0,N,3,4,3
65.76,1.68,V,45,0,0,0,0,0,0,N,1,2,2
50.2,1.67,M,56,230,0,5,0,0,0,N,3,4,4
54.5,1.74,V,23,200,10,0,0,0,8,N,2,2,2
74.66,1.79,V,40,0,0,0,2,0,0,N,1,1,3
86.98,1.72,V,62,0,10,2,2,1,0,N,2,3,4
85.97,1.66,M,52,0,16,1,0,0,2,N,1,3,3
84.94,1.65,M,42,0,13,0,14,10,1,N,3,4,4
93.55,1.74,V,57,0,0,3,11,8,0,N,2,3,2
101.6,1.76,M,19,0,13,3,0,0,0,N,2,2,3
89.73,1.75,V,44,0,10,0,1,4,0,N,1,2,0
61.41,1.62,M,46,0,5,0,0,6,0,N,1,2,1
83.04,1.71,M,77,0,10,0,0,4,0,N,0,0,0
98.55,1.65,M,52,0,0,5,6,1,0,N,1,1,2
56.35,1.75,V,21,20,0,1,0,1,0,N,0,0,0
85.9,1.67,M,44,0,5,0,9,0,0,N,1,1,3
76.56,1.75,V,43,0,0,3,0,0,0,N,2,4,4
53.25,1.72,V,35,130,0,1,3,1,0,N,2,3,2
44.94,1.58,M,61,20,7,0,8,6,0,N,3,4,4
51.41,1.69,V,48,10,1,0,0,0,0,N,0,1,3
66.08,1.86,V,47,10,0,6,11,22,0,N,2,3,2
49,1.65,M,48,40,0,2,2,7,0,N,2,3,2
83.63,1.79,V,30,0,0,2,3,5,0,N,1,2,1
53.25,1.72,V,50,20,0,0,0,5,0,N,1,2,2
50.2,1.67,V,37,50,1,3,0,0,0,N,1,2,2
45.51,1.59,M,38,40,0,0,0,1,0,N,2,2,1
50.8,1.68,M,76,30,4,2,1,0,0,N,0,1,1
89.17,1.61,M,55,0,14,0,21,18,0,N,1,1,1
61.41,1.69,M,45,30,16,0,3,2,0,N,0,0,0
105.65,1.73,M,39,0,12,0,8,1,0,N,2,1,3
55.76,1.76,V,36,40,0,5,3,2,0,N,2,2,3
109.16,1.72,V,46,0,0,0,22,6,0,N,1,1,0
75.12,1.73,V,51,10,0,5,0,0,0,N,2,3,3
79.77,1.65,V,37,0,4,3,8,13,4,N,0,0,0
60.9,1.66,V,18,0,0,1,6,10,NA,N,0,1,2
80.61,1.61,M,55,0,0,3,4,1,0,N,2,3,2
70.26,1.69,V,59,0,8,1,0,3,0,N,2,4,4
72.42,1.65,M,54,0,4,4,0,4,0,N,2,4,4
74.85,1.7,M,23,0,0,0,13,5,0,N,4,4,4
90.68,1.73,V,58,0,0,2,16,9,0,N,3,3,2
73.41,1.76,V,40,0,0,2,0,0,0,N,1,2,2
51.64,1.64,M,56,0,0,0,0,2,0,N,1,2,4
75.31,1.64,V,34,0,13,2,0,3,0,N,1,4,4
65.54,1.6,M,52,0,7,0,0,0,4,N,1,3,3
80.52,1.77,V,25,0,0,5,8,14,2,N,2,4,2
64.56,1.62,M,63,10,0,1,15,10,0,N,1,1,2
84.45,1.64,M,47,0,0,0,21,10,0,N,1,1,2
86.73,1.67,M,23,0,0,5,0,0,0,N,1,1,2
116.96,1.71,V,47,0,20,7,0,0,0,N,2,2,1
62.96,1.83,V,25,20,10,0,15,10,0,N,3,4,4
50.8,1.68,M,51,160,0,10,5,2,0,N,2,3,4
100.25,1.77,M,36,0,1,7,2,0,0,N,2,4,4
55.76,1.76,V,42,20,5,2,0,0,0,N,3,3,4
89.83,1.66,M,38,0,4,0,20,8,0,N,2,4,3
93.42,1.68,V,56,0,5,4,0,1,0,N,1,0,1
47.24,1.62,M,24,70,11,0,0,3,0,N,1,2,1
78.32,1.7,V,36,0,0,0,4,0,0,N,0,1,1
59.71,1.64,M,23,0,6,1,0,6,0,N,2,4,3
76.52,1.82,V,32,0,0,0,0,1,0,N,0,1,0
95.9,1.8,V,51,0,0,6,5,5,0,N,0,2,3
93.97,1.66,M,37,0,5,6,5,8,0,N,0,2,2
52.02,1.7,M,22,50,0,3,2,0,2,N,2,3,1
89.56,1.64,M,39,0,5,3,5,0,3,N,0,2,2
71.97,1.75,V,40,0,3,0,9,6,0,N,2,4,4
73.62,1.61,M,42,0,8,1,12,11,0,S,3,4,3
116.96,1.71,M,37,0,9,4,7,3,0,N,1,0,0
48.41,1.64,M,61,100,4,0,6,14,2,N,1,3,2
87.97,1.76,V,18,0,0,4,0,0,0,N,1,1,2
70.41,1.72,V,49,0,4,0,0,0,0,N,1,2,3
80.85,1.76,V,41,0,0,0,3,0,0,N,0,0,0
46.08,1.6,M,44,140,0,0,0,0,0,N,1,3,3
44.94,1.58,M,50,40,0,2,5,9,0,N,1,1,0
64.16,1.7,V,71,30,18,0,0,0,0,N,1,1,0
101.57,1.79,V,53,0,13,0,0,1,0,N,1,0,0
43.25,1.55,M,49,20,0,0,11,17,0,N,2,1,0
63.79,1.68,M,18,0,0,2,0,2,0,N,3,4,4
97.39,1.7,V,27,0,12,7,0,8,0,N,2,2,3
78.4,1.72,M,18,0,0,0,1,0,0,N,0,0,0
65.36,1.79,V,63,0,0,0,0,3,0,N,1,2,3
95.41,1.76,M,62,0,18,0,0,0,1,N,0,2,4
53.87,1.73,V,49,130,2,0,9,11,7,N,0,1,1
59.65,1.57,M,38,0,3,0,0,0,0,N,0,0,1
90.64,1.67,V,23,0,0,1,17,9,6,N,0,0,1
56.39,1.77,V,31,20,0,1,4,0,0,N,2,4,4
126.86,1.82,V,53,0,10,6,0,0,0,N,1,3,2
80.5,1.63,M,18,10,22,0,0,1,0,N,0,0,1
48.41,1.64,M,43,50,0,1,0,2,0,N,0,0,0
110.22,1.66,M,32,0,20,4,4,7,0,N,1,1,1
73.87,1.8,V,37,0,0,0,0,0,0,N,2,3,3
67.4,1.69,M,36,0,0,0,1,0,4,N,0,2,3
107.41,1.78,V,37,0,3,0,12,5,0,N,1,1,0
83.33,1.76,V,24,0,0,0,14,8,0,S,1,3,2
81.16,1.67,M,35,0,11,0,3,2,0,N,1,2,3
65.58,1.61,M,32,0,1,0,0,0,0,N,0,1,1
91.68,1.69,V,57,0,0,4,0,0,0,N,1,1,0
46.66,1.61,M,32,30,0,2,3,0,0,N,3,4,4
50.2,1.67,V,20,30,0,2,3,10,0,N,2,4,4
95.66,1.9,V,43,0,0,0,13,4,0,N,3,4,4
90.02,1.62,V,22,10,25,2,4,3,0,N,2,3,2
53.87,1.73,V,37,100,0,0,9,12,1,N,3,4,4
101.71,1.78,V,59,0,0,4,10,5,0,N,1,3,4
81.4,1.69,V,56,0,7,1,3,5,0,N,0,4,3
49,1.65,M,33,70,11,5,0,12,0,N,2,3,3
54.5,1.74,V,48,80,4,0,0,0,0,N,1,2,1
71.06,1.65,V,50,0,16,0,0,6,0,N,3,4,4
114.94,1.82,V,69,0,9,0,13,0,3,S,2,4,4
55.76,1.76,V,47,30,0,0,2,4,0,N,0,2,2
42.69,1.54,M,41,0,0,0,0,10,0,N,0,1,3
101.82,1.77,V,30,0,0,3,9,6,0,N,0,1,0
99.47,1.8,V,43,0,14,0,0,1,3,N,1,0,1
49.6,1.66,M,18,210,3,1,12,5,0,N,2,4,4
56.39,1.77,V,39,60,16,7,5,9,0,N,1,3,4
63.58,1.7,M,41,10,9,3,13,19,0,N,1,4,3
91,1.79,V,35,0,1,2,0,0,0,N,1,2,2
76.62,1.72,V,60,0,3,0,0,2,0,N,3,2,1
44.37,1.57,M,21,70,0,5,0,0,0,N,1,3,3
73.22,1.62,M,61,0,0,0,5,3,0,S,3,4,1
78,1.64,M,43,0,0,0,8,0,0,N,0,2,3
83.97,1.69,V,65,0,0,0,19,10,1,N,1,2,3
107.69,1.72,V,39,0,3,7,0,0,0,S,2,2,1
89.04,1.84,V,32,0,2,5,0,0,0,N,2,3,4
55.11,1.66,M,44,0,0,2,0,4,2,N,2,4,4
91.4,1.63,M,40,0,11,7,0,7,0,N,2,4,3
84.31,1.72,V,49,0,0,0,10,1,0,N,3,3,2
66.43,1.65,M,60,10,0,5,0,0,0,S,1,3,3
100.82,1.69,M,75,0,0,7,1,0,0,N,1,2,2
106.55,1.73,M,42,0,11,0,15,5,0,N,0,2,3
106.18,1.65,M,42,0,0,4,17,4,0,S,0,0,2
83.47,1.61,M,35,0,16,2,0,8,0,N,0,1,0
50.8,1.68,M,47,50,13,0,11,2,0,S,2,3,2
49.6,1.66,M,43,90,8,0,0,0,0,S,1,2,4
85.25,1.7,M,42,0,4,0,8,0,0,N,1,2,3
118.52,1.75,V,55,0,8,0,25,12,0,N,1,2,1
78.41,1.8,V,37,0,0,0,5,4,0,N,2,3,2
74.66,1.63,M,44,0,1,0,0,0,0,N,0,0,0
116.3,1.81,V,41,0,3,7,0,0,0,N,0,2,2
90.54,1.77,V,45,0,1,5,0,0,0,S,1,2,3
63.71,1.59,M,52,0,5,1,7,7,0,N,1,2,4
66.65,1.58,M,43,0,0,4,5,7,0,N,2,3,2
58.58,1.61,M,18,0,2,0,0,0,0,N,2,3,3
89.42,1.8,V,68,0,0,0,2,0,1,N,0,0,0
55.76,1.76,M,22,50,0,0,9,9,0,N,1,2,0
82.01,1.56,M,40,0,3,2,9,0,3,N,2,4,3
49.6,1.66,M,75,80,4,0,6,9,0,N,3,4,4
106.28,1.63,M,47,0,0,8,11,5,0,N,1,1,2
94.52,1.66,M,44,0,12,3,0,0,0,N,0,2,2
58.97,1.81,V,18,100,12,4,21,12,0,N,1,2,2
95.96,1.68,M,19,0,12,3,0,0,0,N,2,1,2
112.9,1.68,V,48,0,19,0,16,0,1,N,1,2,4
48.41,1.64,M,36,30,0,0,1,7,0,N,1,3,2
50.8,1.68,M,48,120,0,2,11,8,0,N,0,1,1
67.22,1.76,V,45,0,0,1,5,9,0,N,2,2,2
55.12,1.75,V,57,70,29,0,23,12,0,N,0,2,2
85.54,1.8,V,37,0,9,0,6,6,0,N,1,2,3
95.96,1.69,V,32,0,0,8,0,5,0,N,1,1,1
58.97,1.81,V,40,110,0,0,0,0,0,N,3,3,1
99.37,1.65,M,47,0,0,4,10,0,0,N,2,2,3
55.12,1.75,V,25,70,0,1,5,10,0,N,2,3,4
54.5,1.74,V,51,90,17,8,14,0,0,N,1,2,1
72.25,1.7,M,32,0,2,0,13,9,0,N,3,4,4
59.62,1.82,V,46,120,0,0,26,17,0,N,0,2,1
86.65,1.68,V,35,0,0,6,0,0,1,N,1,2,4
69.93,1.64,M,57,0,0,0,4,3,0,N,1,3,0
83.2,1.6,M,18,0,13,0,19,17,0,N,0,2,2
103.68,1.69,V,37,0,3,2,15,8,5,N,1,1,0
53.18,1.7,M,18,0,0,0,0,3,0,N,2,3,3
70.33,1.73,V,41,0,1,1,10,8,0,N,3,4,4
53.5,1.6,M,40,20,0,3,0,0,0,N,1,0,1
79.32,1.75,V,18,10,0,5,0,0,0,N,0,1,1
55.12,1.75,V,43,80,0,3,9,6,0,N,0,0,0
86.25,1.85,V,41,0,0,4,0,1,0,N,3,4,4
78.54,1.64,M,34,0,8,4,0,5,0,S,3,4,3
73.31,1.59,M,68,0,0,1,25,19,2,N,2,3,4
109.63,1.78,V,41,0,0,7,0,1,0,N,2,2,1
89.83,1.76,V,61,0,0,0,2,0,0,N,0,1,0
64.8,1.65,M,50,0,0,2,0,0,0,N,0,3,4
114.7,1.8,V,47,0,4,6,0,1,0,N,1,3,2
95.08,1.7,V,28,0,8,6,3,5,0,N,2,3,4
83.3,1.75,V,32,0,0,1,7,8,0,S,1,1,0
90.11,1.6,M,22,0,13,0,15,6,0,N,1,1,3
45.51,1.59,M,45,60,4,0,12,6,0,N,1,2,3
90.04,1.79,V,47,0,5,2,2,0,2,N,1,4,3
99.37,1.82,V,24,0,0,1,11,0,0,N,3,4,4
53.54,1.62,M,37,30,11,1,11,10,0,N,1,2,1
45.51,1.59,M,41,120,11,0,13,0,0,N,1,3,3
106.44,1.71,V,31,0,0,3,10,0,0,S,0,1,0
50.8,1.68,M,61,20,0,0,3,2,0,N,2,4,3
72.1,1.88,V,25,0,7,1,3,13,0,N,1,2,2
91.9,1.7,M,34,0,2,4,10,5,5,N,0,3,4
52.72,1.64,M,23,0,0,0,0,0,NA,N,3,3,4
55.76,1.76,V,21,60,0,3,12,4,0,N,0,1,0
63.74,1.64,M,19,10,5,6,5,10,0,N,2,4,4
86.65,1.68,M,35,0,12,2,0,3,0,N,1,2,2
97.26,1.76,M,29,0,15,0,4,1,0,N,4,4,4
51.7,1.69,V,52,30,1,0,9,2,1,N,0,0,0
70,1.67,M,42,0,5,0,10,6,0,N,2,4,4
73.63,1.67,M,81,0,3,2,3,3,3,N,1,4,4
65.79,1.77,V,29,0,0,0,0,0,0,N,0,2,4
80.05,1.7,M,51,0,3,2,0,5,0,N,1,1,1
